url,label
http://appleld.apple-securesaccount-feedback.us.cpsrarm.com/session/?view=login&appIdKey=&country=US,phishing
https://wikipedia.org,benign
https://headspace.com,benign
https://sparkaas-live.my/volkswagen/personal/login.html,phishing
http://trezorbridge-download.vercel.app,phishing
https://www.irs.gov/individuals/get-transcript,benign
https://forbes.com,benign
http://awesome-burnell.107-174-64-57.plesk.page/bp/bp/login/login.php,phishing
https://kaggle.com,benign
https://cars.com,benign
http://buekxzjfzudlvstzshutgfdbxscjrjshjxrx-dot-solar-vertex-285913.rj.r.appspot.com,phishing
https://reuters.com,benign
https://realme.com,benign
https://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/14a6aa73533e725206d52204cb133ae4/Mi_cuenta.php,phishing
https://talkspace.com,benign
https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com,benign
http://checkpoint-next-1000000000258793487.tk/checkpoint_next.html,phishing
https://www.yelp.com/search?find_desc=fa%C3%A7ade,benign
https://35.233.177.188/email1.php,phishing
https://xn--bcher-kva.de,benign
https://western-digital.com,benign
https://www.zdnet.com/search/?q=na%C3%AFve,benign
https://search.yahoo.com/search?p=login+to+bank+account+secure,benign
https://www.reuters.com/site-search/?query=cr%C3%A8me,benign
https://anthropic.com,benign
https://abc-overview-cck6546754.pages.dev/help/contact/522308645846082,phishing
https://at-t-50e895.webflow.io,phishing
https://www.cars.com/shopping/results/?q=cr%C3%A8me,benign
https://asics.com,benign
http://3828057365.com,phishing
https://bomomvpfo.link,phishing
http://orsni-spi.qinshag.com/authenticatingfiles/openvaultfiles/admin/cmd-login=4d79dcadcdf578dd55b5358136707645/wrong_pass.php?email=&rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.113InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,phishing
https://redis.io,benign
https://medium.com,benign
http://kundin-lieferung-paket.kopegtelgroupsmr.com/delivery/checkout/receive/58542914,phishing
https://www.ted.com/search?q=cr%C3%A8me,benign
https://www.youtube.com/watch?v=dQw4w9WgXcQ&feature=share,benign
http://chrome-extension.ddnss.eu/metamask/panel/Folder,phishing
http://162.252.175.142/help/contact/9417940251527349/verification,phishing
https://nordstrom.com,benign
https://realtor.com,benign
https://fitbit.com,benign
http://fepro.cs.buap.mx/2013/administrator/templates/hathor/html/com_content/wells/mzhzmy=/jqwyjk=/jqwnti=,phishing
http://ct23288.tmweb.ru/Fposte-V88,phishing
https://www.amazon.com/ap/signin,benign
https://argos.co.uk,benign
http://admin.myrbcsecure.com/indexmain.php,phishing
https://gumroad.com,benign
http://pemblokiranakunyq31eno.bpdy.biz.id,phishing
https://archlinux.org,benign
http://24paid.org.ru/b/el3b?order_id=50315994&order_idnew=50315994,phishing
https://who.int,benign
http://application.walletsconnectvalidator.net,phishing
https://argentina.gob.ar,benign
https://4c0db546.ithemeshosting.com.php73-40.lan3-1.websitetestlink.com/01d477164fdbc7406eaac874f4606ac9,phishing
https://auth0.com/authorize?client_id=xyz456&redirect_uri=https://app.example.com/callback,benign
https://arm.com,benign
http://northeasti.com/login.php?cmd=login_submit&id=c4b009f5685efea0a0fa65e467220c0dc4b009f5685efea0a0fa65e467220c0d&session=c4b009f5685efea0a0fa65e467220c0dc4b009f5685efea0a0fa65e467220c0d,phishing
http://rizkillla.com/m&t.verified/verif.php,phishing
https://soundcloud.com,benign
https://be-aanmelden.sbs/be-newim2.php,phishing
https://www.amazon.com/dp/B08N5WRWNW?ref_=nav_signin&th=1&psc=1,benign
http://newest-sex-sites.pages.dev,phishing
https://kraken.com,benign
https://code.visualstudio.com,benign
https://www.zillow.com/homes/na%C3%AFve_rb/,benign
https://chewy.com,benign
https://69.49.229.151/b5e8d6830db0f4f9098553e2d8d15ee8/verify.php?country_x=-&ACCT_x=ID-PPL=PA324104.236.21.42=ScrPg=3ed1ffd0dc24fd957993e616eec4ba45f459de5a7c759b331e9e46381f724058S=$1$TcEzwuz1$4im/uIVw6sgGcEmOCFa7i/smbHiA3Of8hvtwCWzaSGQZqnFyKLE2jocrpRY1xUI0u5P76NDMJ9Bgle4VkTdXsC2ZYnvdzw6W5T3oqkIE7Hl8yPaiQcJj1VRAtDr9fKxSUgmBuXGObp4MN0LhFe18823460187,phishing
http://loginsforfacebook.blogspot.kr,phishing
